Id,SalePrice
2251,120139.59
2252,173159.5
2253,158928.27
2254,177967.34
2255,190490.0
2256,179760.9
2257,193407.2
2258,172127.6
2259,177383.35
2260,154034.0
2261,192848.91
2262,217344.29
2263,326025.98
2264,413827.9
2265,167032.9
2266,288794.77
2267,362319.82
2268,363996.85
2269,164058.66
2270,180899.15
2271,245348.28
2272,197183.0
2273,165080.9
2274,173696.41
2275,165611.27
2276,164697.83
2277,175788.5
2278,151744.67
2279,122530.5
2280,121561.15
2281,176955.76
2282,177709.78
2283,96952.0
2284,110104.87
2285,150038.39
2286,130478.0
2287,346694.91
2288,272541.51
2289,374377.3
2290,420207.63
2291,310916.78
2292,410896.6
2293,434469.53
2294,380265.36
2295,440958.82
2296,280440.62
2297,301213.05
2298,328978.14
2299,363173.0
2300,318803.73
2301,279542.06
2302,230305.72
2303,236594.32
2304,252431.12
2305,184511.46
2306,184323.46
2307,187872.98
2308,216602.62
2309,279933.47
2310,221659.71
2311,194063.23
2312,177115.59
2313,175153.6
2314,175977.04
2315,173803.64
2316,179144.83
2317,180142.68
2318,174311.98
2319,176289.22
2320,183477.85
2321,252497.31
2322,166613.66
2323,183675.3
2324,166235.24
2325,217501.2
2326,168209.54
2327,213798.0
2328,219969.12
2329,183707.2
2330,177568.4
2331,347879.71
2332,400232.47
2333,317642.1
2334,261813.94
2335,252645.93
2336,344910.87
2337,203914.18
2338,284331.39
2339,233354.64
2340,375458.24
2341,217864.61
2342,242099.32
2343,218290.89
2344,237620.46
2345,246252.98
2346,218979.1
2347,198240.5
2348,224436.14
2349,150126.4
2350,288575.93
2351,255471.93
2352,242495.92
2353,212014.83
2354,134530.05
2355,156995.88
2356,153954.07
2357,197690.01
2358,196679.3
2359,124010.54
2360,121144.83
2361,140119.6
2362,267685.23
2363,140949.09
2364,149108.08
2365,216664.64
2366,188901.72
2367,221818.17
2368,203880.38
2369,223382.53
2370,169972.32
2371,168780.0
2372,176174.13
2373,268599.25
2374,310452.22
2375,242612.25
2376,261829.45
2377,363200.52
2378,136236.29
2379,196866.98
2380,143384.0
2381,161049.5
2382,185886.97
2383,214870.19
2384,237326.99
2385,152705.5
2386,141279.83
2387,132850.5
2388,102078.5
2389,126959.66
2390,136491.5
2391,133733.2
2392,114148.32
2393,162814.93
2394,146029.5
2395,194580.4
2396,148271.5
2397,205135.74
2398,123205.0
2399,64309.43
2400,56745.85
2401,118138.54
2402,139620.5
2403,133963.37
2404,143742.32
2405,161956.0
2406,136434.0
2407,125335.5
2408,140814.34
2409,136721.5
2410,161867.5
2411,124148.5
2412,158492.0
2413,138967.25
2414,133649.8
2415,130424.39
2416,128636.5
2417,133943.75
2418,123178.58
2419,131403.84
2420,126726.0
2421,151251.89
2422,121865.32
2423,128435.26
2424,149135.53
2425,162872.37
2426,125182.59
2427,142736.15
2428,171208.2
2429,116008.59
2430,130613.5
2431,115047.41
2432,136853.12
2433,145973.75
2434,144973.5
2435,153887.0
2436,107344.0
2437,113676.48
2438,125988.5
2439,111861.43
2440,124570.04
2441,105206.77
2442,104860.6
2443,115246.66
2444,125061.5
2445,89654.75
2446,128941.61
2447,216561.13
2448,142665.34
2449,118065.5
2450,153527.89
2451,123248.96
2452,216843.5
2453,97689.84
2454,126032.94
2455,109272.64
2456,139839.0
2457,121937.18
2458,114024.7
2459,111843.71
2460,139833.66
2461,117550.8
2462,137638.74
2463,117566.21
2464,155927.0
2465,130623.26
2466,117723.54
2467,155675.98
2468,92381.2
2469,90315.3
2470,179997.24
2471,210279.99
2472,165839.91
2473,122190.83
2474,104392.25
2475,228962.79
2476,111160.0
2477,132329.0
2478,157575.32
2479,114410.18
2480,137356.5
2481,125380.37
2482,133079.03
2483,117743.57
2484,123236.76
2485,125110.16
2486,154999.0
2487,175928.8
2488,150822.45
2489,142857.17
2490,154033.0
2491,91208.15
2492,178808.5
2493,140838.75
2494,160213.56
2495,94098.12
2496,215065.08
2497,149020.0
2498,116925.69
2499,91570.94
2500,129851.05
2501,133663.75
2502,146351.09
2503,103262.27
2504,182894.65
2505,214230.35
2506,252810.11
2507,319708.63
2508,252574.97
2509,216653.95
2510,228584.89
2511,188852.38
2512,218974.62
2513,218499.68
2514,231579.98
2515,149330.37
2516,156386.32
2517,134536.88
2518,144849.5
2519,226309.67
2520,206539.35
2521,194559.5
2522,219345.64
2523,135082.76
2524,138810.62
2525,145305.34
2526,138875.56
2527,119000.08
2528,131150.5
2529,134359.6
2530,112533.5
2531,237519.67
2532,232558.51
2533,197732.28
2534,242449.98
2535,303705.59
2536,235173.64
2537,230182.6
2538,186925.98
2539,188391.26
2540,177398.63
2541,178759.0
2542,166087.08
2543,132442.6
2544,136768.59
2545,128138.86
2546,145656.5
2547,140023.0
2548,159500.99
2549,161722.14
2550,374267.29
2551,142375.33
2552,122443.75
2553,87772.5
2554,117436.18
2555,109022.87
2556,103476.31
2557,116215.68
2558,153438.5
2559,136899.18
2560,126826.51
2561,143894.52
2562,139694.51
2563,145601.58
2564,172596.77
2565,122204.14
2566,153237.15
2567,134371.5
2568,181996.48
2569,191885.22
2570,124997.0
2571,163150.34
2572,187646.66
2573,242901.96
2574,313740.15
2575,123441.02
2576,128981.8
2577,154464.91
2578,98834.01
2579,79079.22
2580,130840.98
2581,134636.84
2582,117057.25
2583,286884.73
2584,159715.75
2585,175363.38
2586,205068.92
2587,204200.05
2588,149596.59
2589,143592.1
2590,228885.66
2591,205527.61
2592,222868.87
2593,253040.91
2594,175579.25
2595,205754.97
2596,330253.08
2597,184260.61
2598,269560.41
2599,326518.3
2600,156491.18
2601,134861.51
2602,87541.5
2603,95431.71
2604,89049.5
2605,86084.71
2606,143837.4
2607,175872.46
2608,197421.24
2609,169387.66
2610,118661.5
2611,152530.59
2612,153527.93
2613,128776.0
2614,126660.82
2615,151692.0
2616,139222.0
2617,168158.24
2618,174639.0
2619,226032.16
2620,186072.0
2621,183182.45
2622,188400.5
2623,249773.79
2624,274738.84
2625,322921.53
2626,166715.44
2627,187459.05
2628,409492.78
2629,537637.1
2630,354781.39
2631,441010.77
2632,399626.15
2633,318359.03
2634,384870.47
2635,146771.37
2636,194381.25
2637,160596.85
2638,250804.71
2639,182867.5
2640,152949.0
2641,107580.42
2642,191034.5
2643,107853.33
2644,129259.0
2645,99168.75
2646,92971.0
2647,97990.0
2648,138668.5
2649,134114.06
2650,143788.7
2651,156760.5
2652,428750.45
2653,248953.19
2654,242623.02
2655,359005.66
2656,315885.7
2657,341570.81
2658,282206.64
2659,300429.24
2660,310534.71
2661,331755.49
2662,339344.76
2663,281443.78
2664,277229.57
2665,310115.33
2666,278954.03
2667,170592.55
2668,176872.29
2669,176701.85
2670,286144.97
2671,178408.23
2672,183140.03
2673,207658.66
2674,204504.29
2675,174794.68
2676,186514.2
2677,197365.75
2678,264450.73
2679,277999.13
2680,270382.0
2681,405665.84
2682,320698.22
2683,539973.29
2684,306898.56
2685,332293.54
2686,257725.95
2687,333933.27
2688,230347.2
2689,212539.41
2690,468278.68
2691,187201.0
2692,139500.94
2693,189744.11
2694,138408.2
2695,192939.8
2696,185376.81
2697,192001.0
2698,200791.9
2699,179500.47
2700,167244.73
2701,149199.77
2702,115709.45
2703,148242.88
2704,139189.0
2705,129895.5
2706,120146.5
2707,126860.83
2708,136842.55
2709,115579.5
2710,129012.0
2711,280946.02
2712,367588.31
2713,179148.72
2714,149732.56
2715,171459.4
2716,165802.82
2717,182835.35
2718,228537.06
2719,156223.37
2720,172280.4
2721,143162.5
2722,168225.69
2723,146247.85
2724,128540.0
2725,136096.5
2726,147149.5
2727,168847.37
2728,168099.49
2729,155618.81
2730,144480.5
2731,118822.33
2732,119261.38
2733,153952.78
2734,142941.98
2735,132756.0
2736,142491.61
2737,121673.66
2738,134042.52
2739,159189.09
2740,138588.38
2741,146744.5
2742,150455.5
2743,149409.33
2744,148811.25
2745,137412.3
2746,135873.0
2747,153203.4
2748,123334.58
2749,129180.5
2750,136460.3
2751,131597.25
2752,234072.4
2753,153107.71
2754,195091.12
2755,125884.76
2756,94362.61
2757,75049.58
2758,81768.44
2759,155692.84
2760,135729.65
2761,148366.0
2762,148023.75
2763,189299.84
2764,166259.72
2765,266212.78
2766,142890.55
2767,93157.0
2768,129476.44
2769,131214.05
2770,155350.95
2771,120447.3
2772,125019.0
2773,145110.98
2774,139620.0
2775,133383.64
2776,149944.77
2777,149819.09
2778,125647.44
2779,121372.95
2780,110389.58
2781,103287.6
2782,99336.84
2783,102471.58
2784,128370.8
2785,137159.57
2786,74983.35
2787,117986.0
2788,88938.0
2789,215632.61
2790,94783.15
2791,116199.58
2792,83968.78
2793,166999.38
2794,105035.88
2795,119319.95
2796,103255.75
2797,186834.36
2798,121646.62
2799,118809.8
2800,78437.76
2801,110391.03
2802,136199.14
2803,151628.05
2804,147758.2
2805,97024.5
2806,94257.0
2807,152753.01
2808,147960.87
2809,135231.1
2810,135511.6
2811,155689.08
2812,144224.1
2813,159205.62
2814,164179.16
2815,100743.43
2816,250036.45
2817,135178.0
2818,132366.03
2819,179838.62
2820,131192.41
2821,107720.54
2822,181662.84
2823,228106.73
2824,180934.7
2825,152818.11
2826,134929.3
2827,143798.5
2828,210139.04
2829,174214.6
2830,229618.81
2831,191891.18
2832,222830.72
2833,290380.67
2834,218239.54
2835,216798.12
2836,194568.06
2837,166386.64
2838,149027.37
2839,183977.05
2840,189546.4
2841,201450.75
2842,218223.55
2843,148623.45
2844,153471.07
2845,125199.93
2846,213181.41
2847,197801.4
2848,217900.52
2849,215068.37
2850,279863.57
2851,236907.31
2852,234429.27
2853,237371.31
2854,138721.0
2855,194617.09
2856,209862.6
2857,190346.24
2858,196257.3
2859,140689.84
2860,128847.0
2861,125255.52
2862,192779.15
2863,116556.33
2864,260209.12
2865,142081.99
2866,136451.4
2867,93440.34
2868,115152.85
2869,121081.86
2870,156190.42
2871,104703.9
2872,64097.27
2873,104785.45
2874,137810.25
2875,113103.05
2876,162456.15
2877,145312.43
2878,170035.5
2879,146162.34
2880,108921.53
2881,152220.41
2882,162414.37
2883,166112.75
2884,186031.93
2885,181458.87
2886,195063.24
2887,102901.51
2888,126405.32
2889,61521.33
2890,83988.22
2891,134367.04
2892,61073.71
2893,108001.75
2894,63610.13
2895,314285.27
2896,284212.01
2897,200011.5
2898,149141.05
2899,228666.89
2900,160936.19
2901,191442.48
2902,181926.82
2903,336726.69
2904,359655.58
2905,113939.86
2906,198270.37
2907,115074.0
2908,128852.5
2909,143897.21
2910,84239.0
2911,87507.21
2912,156507.5
2913,90096.21
2914,86750.0
2915,87086.0
2916,87928.42
2917,151970.87
2918,116225.5
2919,229271.32
